Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
DOCTOR,81613,5.61163E+11,Oct-30,579,1
DOCTOR,57827,3.02405E+13,Oct-32,36,0
LAWYER,57910,5.13384E+15,Oct-33,861,0
LAWYER,74018,3.74173E+14,Sep-25,776,1
ENGINEER,94841,4.84026E+18,Jul-26,789,1
ENGINEER,88989,4.78263E+15,Mar-31,253,0
ENGINEER,59745,4.26326E+12,Apr-27,539,0
DOCTOR,16096,3.53368E+15,Dec-27,765,1
LAWYER,29517,3.58813E+15,Aug-29,367,1
ENGINEER,74140,3.74847E+14,Oct-27,967,1
LAWYER,38125,5.03801E+11,Aug-29,432,1
LAWYER,73934,3.7734E+14,Apr-27,659,1
ENGINEER,87664,3.59935E+15,Apr-34,870,1
ENGINEER,68631,3.65895E+13,Feb-29,466,0
LAWYER,94922,3.59533E+15,Feb-34,28,1
DOCTOR,71120,5.38636E+15,Jun-26,908,1
LAWYER,62235,3.79696E+14,May-28,881,0
ENGINEER,40212,3.54656E+15,Dec-24,804,0
DOCTOR,8712,3.72317E+14,Jan-26,791,1
LAWYER,32214,4.66339E+18,Jan-32,311,1
ENGINEER,60846,2.36725E+15,Jan-34,301,0
ENGINEER,78935,4.74927E+15,Oct-25,831,1
LAWYER,56247,3.05589E+13,Feb-28,893,1
ENGINEER,21212,3.50323E+15,Feb-34,202,1
DOCTOR,67405,2.289E+15,Nov-28,400,1
LAWYER,71413,4.59882E+12,Nov-29,963,0
LAWYER,79728,4.14946E+18,Jan-28,243,1
DOCTOR,78935,3.51645E+15,Mar-34,525,0
DOCTOR,71879,3.8102E+13,Dec-26,668,0
LAWYER,7991,4.69846E+18,Aug-25,823,1
DOCTOR,72926,5.02011E+11,Jan-26,979,1
DOCTOR,89837,1.80004E+14,Jul-25,6733,0
ENGINEER,88162,5.80489E+11,Dec-33,92,1
DOCTOR,32892,3.02326E+13,Mar-33,749,1
LAWYER,41103,4.40705E+12,Feb-25,879,1
ENGINEER,3480,4.70825E+12,Jan-26,458,1
LAWYER,32497,3.47272E+14,Jun-33,523,1
ENGINEER,14792,4.65963E+15,Jun-32,298,1
LAWYER,71477,4.25735E+18,Dec-30,952,1
ENGINEER,60856,3.00401E+13,Apr-34,4926,1
DOCTOR,77254,2.29701E+15,Jun-30,138,1
ENGINEER,43060,3.50664E+15,Dec-30,694,0
ENGINEER,41311,3.01847E+13,Jun-34,709,1
LAWYER,21403,4.5289E+15,Jan-31,391,0
DOCTOR,6095,4.95141E+18,Aug-28,702,0
LAWYER,75478,1.80062E+14,Jul-31,737,1
LAWYER,71179,3.48646E+14,Dec-26,67,1
LAWYER,31444,6.56558E+15,Nov-27,81,0
DOCTOR,43539,3.55915E+15,Oct-30,980,1
LAWYER,70286,3.50464E+15,Oct-25,4,1
ENGINEER,77669,2.72065E+15,Apr-30,194,0
DOCTOR,74674,3.55245E+15,Nov-28,219,0
ENGINEER,11961,4.514E+15,Jan-34,836,0
LAWYER,89208,4.12808E+18,Mar-26,596,0
LAWYER,13241,5.70654E+11,Mar-34,282,0
LAWYER,62842,6.01132E+15,Aug-34,292,0
LAWYER,56537,3.58733E+15,Mar-32,808,1
DOCTOR,25169,2.22517E+15,Dec-26,689,1
DOCTOR,68346,4.64061E+18,Feb-30,448,0
DOCTOR,8927,4.56679E+15,Aug-31,758,0
LAWYER,18678,3.51551E+15,Mar-29,494,1
DOCTOR,83297,4.68078E+18,May-25,702,1
ENGINEER,65346,6.58836E+15,Dec-28,991,0
ENGINEER,12206,4.6823E+18,Apr-29,534,0
LAWYER,21538,3.01416E+13,Jul-26,15,0
ENGINEER,28819,4.83336E+15,Oct-29,706,1
ENGINEER,26683,6.5311E+15,Oct-26,446,1
ENGINEER,82531,3.58633E+15,Oct-27,233,1
ENGINEER,46810,3.57814E+15,Apr-33,267,0
LAWYER,5384,4.62222E+15,Jul-34,65,1
DOCTOR,62562,4.62179E+18,Jul-33,673,0
DOCTOR,49557,3.56206E+15,Dec-24,944,0
DOCTOR,97340,4.55861E+18,Mar-29,399,1
LAWYER,89800,6.55135E+15,Mar-27,922,0
ENGINEER,36799,2.13103E+14,Oct-29,550,0
ENGINEER,11220,3.59337E+15,Dec-32,150,1
DOCTOR,47611,2.13189E+14,Feb-29,608,1
LAWYER,70106,1.80003E+14,Sep-32,452,1
DOCTOR,95350,3.7154E+14,Apr-28,500,1
LAWYER,85802,2.13139E+14,Aug-31,251,1
LAWYER,38750,4.15135E+18,Oct-29,9720,0
ENGINEER,61393,3.51471E+15,Apr-25,682,0
LAWYER,183,6.76277E+11,May-27,404,1
DOCTOR,18141,1.80046E+14,Apr-32,999,1
ENGINEER,85717,3.63141E+13,Jun-28,280,0
ENGINEER,37574,1.8005E+14,Apr-32,7454,1
DOCTOR,83324,3.00892E+13,Aug-29,113,0
ENGINEER,31500,4.71914E+15,Aug-25,496,0
DOCTOR,62973,3.04798E+13,Jul-31,919,0
ENGINEER,96993,4.47663E+15,Jul-26,5,0
LAWYER,26602,6.76279E+11,Feb-29,883,0
LAWYER,80991,1.80018E+14,Aug-30,357,1
LAWYER,12089,2.13199E+14,Oct-31,431,0
LAWYER,46474,3.46207E+14,Oct-28,509,1
LAWYER,48437,4.68429E+18,Oct-28,697,0
DOCTOR,56616,3.74232E+14,Mar-28,83,1
LAWYER,56840,4.15534E+12,Jul-30,650,0
LAWYER,23845,4.15868E+15,Jan-32,443,1
ENGINEER,49759,1.80081E+14,Mar-26,608,1
ENGINEER,33031,4.75176E+18,Oct-25,867,1
ENGINEER,70028,3.005E+13,Jun-34,492,1
LAWYER,52546,3.57301E+15,Dec-29,1823,0
ENGINEER,79499,6.76128E+11,Jul-31,2306,0
DOCTOR,39163,3.51721E+15,Nov-29,100,0
DOCTOR,7444,1.80009E+14,Feb-33,266,0
DOCTOR,23065,3.80604E+13,Apr-32,82,0
DOCTOR,95170,4.08933E+15,Nov-28,635,1
ENGINEER,15574,3.41564E+14,Oct-27,861,1
LAWYER,16738,3.57789E+15,Apr-25,19,0
DOCTOR,57232,4.93612E+18,Oct-32,988,1
DOCTOR,5725,3.57378E+15,Jun-34,821,1
ENGINEER,5456,3.46204E+14,Dec-26,933,1
LAWYER,45839,3.54432E+15,Jun-26,287,1
ENGINEER,38805,4.73914E+12,Jul-33,430,0
ENGINEER,31218,6.39041E+11,Feb-34,532,1
ENGINEER,38940,3.5054E+15,Apr-30,862,0
ENGINEER,9821,3.53029E+15,Sep-25,46,1
DOCTOR,4384,4.57769E+18,Aug-26,290,0
LAWYER,38631,4.74033E+15,Dec-33,22,1
LAWYER,44801,3.54769E+15,Aug-31,532,0
DOCTOR,79562,4.33567E+15,Oct-26,66,1
LAWYER,12266,2.13134E+14,Dec-33,114,0
LAWYER,60112,3.49856E+14,Jun-25,441,0
DOCTOR,84557,3.55387E+15,Nov-34,481,1
LAWYER,8148,1.80001E+14,Feb-32,234,1
ENGINEER,44381,2.13154E+14,Jan-28,357,1
ENGINEER,89918,3.57909E+15,Nov-26,168,0
DOCTOR,44195,4.58307E+15,Nov-29,30,1
ENGINEER,72230,4.28115E+12,Oct-28,910,0
ENGINEER,24701,3.76E+14,Jul-26,652,0
LAWYER,60453,5.68384E+11,Feb-31,943,1
ENGINEER,78601,4.64599E+12,Sep-27,7007,0
ENGINEER,16876,1.80029E+14,May-32,934,1
LAWYER,81376,4.86618E+15,Apr-33,138,1
ENGINEER,71371,4.54022E+12,Dec-24,697,0
LAWYER,69607,4.38686E+12,Apr-32,172,0
LAWYER,74435,4.33367E+15,Feb-31,973,0
DOCTOR,30573,2.72028E+15,Jun-30,6782,0
ENGINEER,89038,1.80046E+14,Jan-28,841,1
DOCTOR,76535,4.8556E+15,Mar-32,599,1
ENGINEER,64837,2.13127E+14,Oct-25,583,0
LAWYER,91610,4.00082E+12,Oct-34,661,1
DOCTOR,80172,4.03743E+12,Jul-33,278,0
LAWYER,26269,2.13181E+14,Jan-25,561,1
DOCTOR,38235,3.56117E+15,Apr-31,781,0
ENGINEER,76592,3.7712E+14,Jan-26,712,1
ENGINEER,71053,5.65857E+11,Apr-30,139,0
ENGINEER,93795,4.81022E+18,Aug-32,310,0
ENGINEER,35281,6.30454E+11,Jul-28,7645,0
LAWYER,31352,4.54385E+15,Oct-28,299,1
ENGINEER,70667,4.40084E+12,Jan-28,471,0
DOCTOR,90931,3.43859E+14,Apr-29,823,0
DOCTOR,99530,4.54502E+18,Sep-28,8257,1
DOCTOR,83826,2.71657E+15,Oct-32,357,0
ENGINEER,68278,4.72626E+18,Nov-30,945,1
DOCTOR,75850,4.06697E+15,Aug-32,994,0
LAWYER,36108,5.65905E+11,Sep-31,435,0
DOCTOR,50521,4.49858E+12,Oct-25,444,1
LAWYER,43246,6.52225E+15,May-33,952,0
ENGINEER,84842,60434710814,Aug-29,754,1
ENGINEER,66962,2.28446E+15,Nov-28,586,1
ENGINEER,44067,2.22509E+15,Mar-31,151,0
ENGINEER,1692,2.25811E+15,Dec-27,951,1
ENGINEER,65008,2.27425E+15,Nov-31,372,1
LAWYER,14725,3.57074E+15,Apr-27,131,0
DOCTOR,97639,4.38741E+15,Jul-26,370,0
ENGINEER,63605,4.29807E+12,Sep-34,770,0
ENGINEER,25677,2.72029E+15,May-28,568,1
DOCTOR,7684,4.66082E+15,Apr-31,6019,0
DOCTOR,45177,1.80009E+14,Oct-27,345,0
ENGINEER,76093,2.59848E+15,Mar-30,180,0
DOCTOR,52791,6.01105E+15,Oct-30,591,1
LAWYER,27015,5.03866E+11,Nov-27,485,1
LAWYER,78468,1.80022E+14,Aug-26,8433,0
DOCTOR,44417,3.51153E+15,Oct-29,14,0
ENGINEER,3779,3.78267E+14,Dec-31,621,0
DOCTOR,14606,1.80024E+14,Dec-30,105,1
ENGINEER,58377,3.53774E+15,Dec-24,64,0
LAWYER,93826,4.03611E+12,Apr-34,48,1
LAWYER,35640,3.04036E+13,Jan-31,655,0
LAWYER,13634,60455523351,Jul-29,741,1
DOCTOR,26117,3.47046E+14,Feb-25,259,0
DOCTOR,2255,3.7527E+14,Dec-32,781,1
ENGINEER,24035,3.72296E+14,Jun-25,403,1
DOCTOR,91453,4.79291E+12,Jun-29,831,0
LAWYER,43022,4.22295E+12,Jul-31,876,1
LAWYER,29398,2.13111E+14,Jan-26,228,1
ENGINEER,2473,3.50918E+15,Oct-33,872,1
DOCTOR,81865,3.52169E+15,Sep-34,521,0
LAWYER,77825,2.56607E+15,Nov-24,441,1
LAWYER,31300,4.79614E+18,Aug-27,623,1
ENGINEER,48399,3.84242E+13,Apr-30,123,1
ENGINEER,83696,6.39036E+11,Mar-29,524,1
ENGINEER,98348,4.82138E+12,Jul-30,997,1
DOCTOR,59225,4.25182E+15,Feb-25,361,0
DOCTOR,75841,3.5485E+15,Jun-30,519,1
LAWYER,24366,3.58854E+15,Mar-25,352,0
ENGINEER,95471,4.31615E+15,Oct-30,624,0
DOCTOR,13899,6.76209E+11,May-32,29,1
LAWYER,42737,3.53306E+15,Sep-26,763,1
ENGINEER,1410,3.50696E+15,Mar-26,901,1
ENGINEER,20791,3.51191E+15,Jul-29,386,1
ENGINEER,98455,4.8874E+15,Jun-26,773,0
LAWYER,91107,6.76321E+11,Sep-31,935,0
DOCTOR,52023,2.13148E+14,Dec-31,529,0
ENGINEER,78618,2.2804E+15,Dec-24,125,0
LAWYER,80689,4.30468E+12,Jan-30,64,0
DOCTOR,40057,3.54796E+15,Aug-29,692,0
DOCTOR,73619,5.4159E+15,Aug-34,258,0
LAWYER,38751,3.5398E+15,May-31,3020,1
DOCTOR,60866,6.01123E+15,May-29,489,0
ENGINEER,42129,3.05474E+13,Sep-27,803,0
ENGINEER,41560,3.48085E+14,Apr-29,888,1
ENGINEER,5058,6.01176E+15,Jan-26,579,1
DOCTOR,44390,2.13183E+14,Jan-27,221,0
LAWYER,71846,3.76666E+14,Nov-29,552,0
ENGINEER,26817,3.03444E+13,Nov-25,155,0
ENGINEER,70628,2.13144E+14,Mar-29,397,1
LAWYER,7668,3.53282E+15,May-30,922,1
ENGINEER,4408,4.56731E+15,Jul-34,820,0
DOCTOR,25071,4.77286E+18,Dec-29,375,1
ENGINEER,91285,3.80723E+13,Feb-34,818,0
DOCTOR,12953,3.02496E+13,Dec-32,5662,1
LAWYER,70342,4.01194E+12,Sep-34,9680,0
DOCTOR,75963,4.3152E+18,Dec-26,762,1
ENGINEER,35348,6.58813E+15,Oct-27,980,1
DOCTOR,97752,4.2598E+18,Nov-29,978,1
ENGINEER,54613,4.12026E+12,Dec-24,491,0
DOCTOR,29855,3.59136E+15,Oct-26,837,0
LAWYER,11524,1.80071E+14,Aug-33,241,0
ENGINEER,41536,4.14926E+18,Jan-34,928,0
DOCTOR,20010,4.06311E+15,Sep-27,642,1
LAWYER,86557,1.8003E+14,Jul-32,608,1
DOCTOR,52250,4.46868E+15,Mar-26,720,0
ENGINEER,32146,4.66823E+18,Aug-32,987,0
ENGINEER,43194,4.83423E+15,Dec-30,213,1
LAWYER,49323,4.15456E+15,Sep-27,282,1
ENGINEER,52958,6.01128E+15,Jul-31,446,0
ENGINEER,41140,3.57627E+15,Apr-25,209,0
DOCTOR,99898,4.84904E+15,Feb-29,1282,0
LAWYER,24901,3.54788E+15,Aug-33,705,1
ENGINEER,59563,3.60117E+13,Mar-26,206,1
LAWYER,40422,3.02842E+13,Jul-31,418,0
DOCTOR,20089,2.24887E+15,Mar-26,470,1
LAWYER,70839,3.5398E+15,Oct-26,157,1
LAWYER,3835,4.88066E+15,May-32,705,0
LAWYER,65618,4.53073E+15,Sep-32,51,0
LAWYER,93933,2.227E+15,Oct-31,301,1
DOCTOR,89134,4.20461E+18,Aug-27,137,0
ENGINEER,93507,6.01157E+15,Aug-32,839,0
DOCTOR,80973,3.52877E+15,Jul-27,493,0
ENGINEER,32489,6.75941E+11,Oct-34,607,1
ENGINEER,48395,3.59481E+15,Feb-30,839,1
LAWYER,10764,2.13155E+14,Jun-32,597,0
DOCTOR,98042,2.72011E+15,Sep-27,696,0
DOCTOR,78740,3.56051E+15,May-32,353,0
ENGINEER,52462,3.57256E+15,Aug-26,483,0
ENGINEER,65716,4.92667E+15,Oct-34,416,0
LAWYER,63650,1.80099E+14,Jan-26,8480,1
ENGINEER,1983,3.58562E+15,Jul-28,936,1
DOCTOR,74974,5.02071E+11,Jul-29,451,1
DOCTOR,50734,4.29571E+15,Nov-30,305,0
LAWYER,24404,2.69072E+15,May-26,2503,1
LAWYER,3436,6.39006E+11,Jan-30,178,1
ENGINEER,63741,6.76178E+11,Jan-30,347,0
DOCTOR,97356,4.20599E+12,Aug-30,502,1
ENGINEER,92682,4.97256E+15,Feb-27,398,0
LAWYER,85691,4.35E+12,Dec-33,157,0
DOCTOR,55512,4.05712E+18,Mar-34,452,1
LAWYER,32472,60478497518,Jan-29,679,1
DOCTOR,76156,3.56961E+15,Sep-32,337,0
LAWYER,48928,3.56773E+15,Jan-34,385,0
LAWYER,30106,6.01142E+15,Jun-33,638,0
DOCTOR,42761,3.57219E+15,May-27,464,1
DOCTOR,89290,3.05669E+13,Oct-28,161,0
ENGINEER,24900,4.28938E+18,Jun-31,470,0
LAWYER,69853,6.01193E+15,Sep-33,583,1
LAWYER,99587,5.82295E+11,Nov-32,658,1
LAWYER,31168,3.56774E+15,Jul-32,735,1
LAWYER,96512,4.10968E+15,Aug-30,337,0
LAWYER,55937,6.58409E+15,May-29,691,0
ENGINEER,47843,3.58212E+15,Feb-34,699,0
DOCTOR,26531,3.72573E+14,Nov-29,343,1
LAWYER,71683,3.525E+15,Oct-30,149,0
DOCTOR,63665,3.75426E+14,Mar-31,752,1
ENGINEER,9767,6.76264E+11,Dec-29,589,0
LAWYER,3270,4.0489E+12,Dec-24,196,1
LAWYER,21698,2.7206E+15,Feb-30,40,1
ENGINEER,89196,1.80049E+14,Jun-33,646,1
ENGINEER,53799,2.1312E+14,Oct-25,944,0
LAWYER,74457,3.03463E+13,Jan-26,4786,0
LAWYER,50114,4.39704E+15,Feb-32,240,0
LAWYER,59193,5.28423E+15,Jul-27,43,0
DOCTOR,8643,3.56348E+15,Mar-25,1499,1
DOCTOR,67924,3.68212E+13,Dec-32,522,1
LAWYER,29109,3.51512E+15,Mar-32,40,0
DOCTOR,72153,3.57615E+15,Feb-29,613,1
ENGINEER,16360,3.75456E+14,Jun-28,936,0
DOCTOR,25403,4.33358E+15,Jul-27,797,0
DOCTOR,31365,3.01321E+13,Aug-29,819,1
ENGINEER,93912,4.18828E+15,Oct-28,190,1
LAWYER,21083,3.76133E+14,Feb-34,390,1
ENGINEER,94714,3.53815E+15,Dec-24,986,1
DOCTOR,86210,4.02982E+12,Aug-30,192,1
ENGINEER,10029,4.02799E+15,Oct-27,638,1
LAWYER,89527,4.31756E+15,Oct-26,134,0
DOCTOR,40538,3.78595E+14,May-29,778,0
ENGINEER,6897,4.97636E+15,Jan-29,967,0
DOCTOR,60677,4.12499E+15,Oct-26,552,1
DOCTOR,35666,2.28597E+15,Feb-27,479,1
DOCTOR,60701,4.75641E+15,Nov-24,681,1
LAWYER,84462,2.29249E+15,Dec-30,792,1
LAWYER,60191,4.3074E+15,Dec-30,5602,1
LAWYER,8114,1.80094E+14,Oct-26,418,0
DOCTOR,78870,6.52007E+15,Jan-33,577,0
DOCTOR,4440,4.22127E+15,Sep-30,2576,0
DOCTOR,26843,4.51604E+18,Sep-32,973,1
DOCTOR,81445,4.70587E+18,Apr-25,298,0
ENGINEER,64398,4.03693E+15,Nov-27,592,1
LAWYER,81423,3.58248E+15,Nov-32,762,1
ENGINEER,91893,6.76248E+11,Apr-31,285,1
LAWYER,73946,4.5463E+15,May-31,1253,0
DOCTOR,54471,6.39096E+11,Jul-33,7106,0
DOCTOR,57377,2.52243E+15,Jan-26,522,1
ENGINEER,56544,4.92756E+15,Feb-34,188,1
DOCTOR,40616,1.80027E+14,Jul-27,469,0
ENGINEER,57357,4.5635E+15,Jul-33,6161,1
ENGINEER,30378,3.54256E+15,Jun-25,846,1
DOCTOR,79683,6.01172E+15,May-34,457,1
ENGINEER,51459,3.04713E+13,Mar-33,416,0
DOCTOR,1286,4.49645E+15,Apr-27,496,0
ENGINEER,87518,4.81739E+18,Jun-26,809,1
LAWYER,95308,60403095015,Dec-26,1563,0
ENGINEER,14572,6.01101E+15,Dec-32,322,0
DOCTOR,73148,6.53788E+15,Feb-32,849,1
LAWYER,11261,4.47224E+12,Nov-29,687,0
ENGINEER,9062,4.9595E+18,Aug-26,348,1
LAWYER,62885,1.80009E+14,Nov-33,837,0
DOCTOR,28219,4.75343E+18,Apr-32,427,0
DOCTOR,48459,3.04009E+13,Jul-32,963,1
LAWYER,24763,3.48525E+14,Sep-31,564,1
ENGINEER,2867,2.26559E+15,Sep-27,8,1
ENGINEER,75802,4.78124E+15,Sep-33,643,0
ENGINEER,83971,3.58373E+15,Aug-29,727,1
ENGINEER,15377,1.80098E+14,Jun-32,180,1
DOCTOR,41024,3.5576E+15,Nov-27,84,1
DOCTOR,54109,4.0834E+18,Nov-26,671,1
DOCTOR,43578,4.11564E+15,Jan-33,127,0
LAWYER,59364,4.94609E+12,Apr-33,215,1
ENGINEER,17826,6.59311E+15,Nov-27,627,1
LAWYER,60029,6.5259E+15,Feb-33,545,1
DOCTOR,86473,3.7488E+14,Jan-34,861,1
ENGINEER,57694,4.57013E+18,Mar-32,925,0
ENGINEER,15147,6.76191E+11,Sep-28,11,1
ENGINEER,69808,3.88262E+13,Jan-34,664,0
ENGINEER,34978,4.07456E+15,May-28,944,1
DOCTOR,89545,3.73005E+14,May-34,733,1
DOCTOR,92832,3.5238E+15,Jan-29,67,0
LAWYER,33306,6.75963E+11,Dec-30,951,1
LAWYER,2919,3.44866E+14,Mar-25,883,0
ENGINEER,6476,3.52239E+15,Jul-27,108,1
DOCTOR,18473,3.52818E+15,Mar-29,964,0
DOCTOR,83642,6.75949E+11,May-28,342,0
LAWYER,22167,3.57059E+15,Dec-32,1,0
DOCTOR,755,6.76197E+11,Jun-30,744,1
LAWYER,7106,3.54532E+15,Sep-32,878,1
LAWYER,3802,3.451E+14,Oct-25,167,1
ENGINEER,32364,3.57033E+15,Sep-32,703,0
LAWYER,72417,5.27428E+15,Sep-30,911,0
ENGINEER,95819,2.23559E+15,Jan-25,808,1
LAWYER,20345,3.53633E+15,Sep-34,585,1
ENGINEER,10391,3.52742E+15,Sep-31,220,0
DOCTOR,86727,2.51072E+15,May-29,744,0
LAWYER,58006,6.50619E+15,Apr-32,887,0
ENGINEER,76977,3.45474E+14,Nov-33,154,1
ENGINEER,65750,2.13195E+14,Mar-29,4197,1
DOCTOR,4832,3.58436E+15,Aug-28,827,0
DOCTOR,22937,3.49323E+14,May-33,982,0
LAWYER,91080,4.53509E+15,Apr-30,165,1
ENGINEER,9255,2.27319E+15,Jun-25,627,0
ENGINEER,24731,2.48079E+15,Nov-33,520,0
LAWYER,65566,3.5437E+15,Jun-32,634,0
ENGINEER,42711,1.80067E+14,Jul-25,494,0
ENGINEER,20339,4.99561E+18,Sep-29,436,1
LAWYER,18189,2.27247E+15,Oct-32,976,0
DOCTOR,18395,4.67089E+18,Mar-33,978,1
DOCTOR,54571,3.55421E+15,Jul-31,534,0
DOCTOR,18776,3.51756E+15,May-25,199,0
DOCTOR,51739,3.55017E+15,May-26,430,0
LAWYER,93703,2.13174E+14,Mar-27,9208,1
LAWYER,91463,3.52304E+15,May-28,371,0
DOCTOR,90475,4.4424E+18,Feb-33,950,0
ENGINEER,29666,1.80079E+14,Jun-32,616,0
ENGINEER,5583,3.45456E+14,Jun-31,928,0
DOCTOR,35716,2.29577E+15,Aug-27,276,1
DOCTOR,56716,3.55834E+15,Apr-33,662,1
LAWYER,37041,4.88713E+12,Jan-28,164,0
ENGINEER,50476,4.76431E+15,Jun-25,502,1
LAWYER,43881,5.88907E+11,Aug-27,516,1
DOCTOR,67240,6.01189E+15,Apr-31,25,1
DOCTOR,46993,3.0589E+13,Dec-24,230,1
DOCTOR,27282,3.57686E+15,Jan-27,791,1
LAWYER,54132,5.01811E+11,Dec-31,534,0
ENGINEER,82750,3.5418E+15,Apr-32,515,0
ENGINEER,95207,6.01167E+15,Oct-25,506,1
LAWYER,79723,4.20943E+15,Oct-33,528,1
DOCTOR,26586,4.1774E+15,Mar-28,648,0
LAWYER,18851,6.76375E+11,Aug-26,162,1
ENGINEER,550,3.54967E+15,Oct-31,454,1
ENGINEER,54926,4.30709E+15,Nov-24,874,1
LAWYER,17199,5.12554E+15,Nov-34,573,0
DOCTOR,67548,3.00224E+13,Jan-34,688,1
ENGINEER,68581,2.23887E+15,Jan-25,990,0
ENGINEER,38308,4.3609E+15,Jan-27,646,1
LAWYER,64839,2.13136E+14,Dec-27,663,0
DOCTOR,90342,4.9262E+15,Feb-25,236,1
DOCTOR,60810,1.80026E+14,Mar-29,634,0
DOCTOR,76731,3.52057E+15,Dec-28,130,0
LAWYER,58386,6.75968E+11,Aug-31,674,0
LAWYER,86342,4.04609E+15,Mar-26,766,0
DOCTOR,10181,4.4315E+15,Sep-28,105,1
DOCTOR,53251,4.54707E+15,Jul-33,169,0
LAWYER,4707,3.03212E+13,Apr-34,404,0
DOCTOR,31393,3.54274E+15,Jul-27,318,1
DOCTOR,85629,4.92361E+12,Jun-32,195,0
ENGINEER,97218,3.59273E+15,Aug-32,873,0
LAWYER,71977,2.24063E+15,Nov-27,809,1
DOCTOR,92201,3.55054E+15,Nov-28,230,1
DOCTOR,85844,6.01185E+15,Jan-25,975,1
ENGINEER,34280,4.52575E+18,May-34,397,1
LAWYER,49328,4.10817E+15,Oct-26,536,1
DOCTOR,19349,4.24506E+15,May-33,92,1
ENGINEER,68951,4.80673E+15,Aug-31,32,1
LAWYER,83004,2.71354E+15,Jun-29,3,1
DOCTOR,27714,5.01816E+11,Aug-27,345,1
DOCTOR,13562,2.13126E+14,Apr-28,417,0
ENGINEER,57810,4.86706E+12,Jun-25,256,0
DOCTOR,23663,4.39182E+15,Jun-27,832,0
LAWYER,93243,4.88617E+15,Apr-29,261,1
LAWYER,5424,3.47598E+14,May-28,972,1
LAWYER,5143,4.04303E+12,Sep-33,221,0
ENGINEER,10678,3.51481E+15,Jan-30,167,1
ENGINEER,44833,2.13196E+14,May-32,592,0
ENGINEER,45842,6.76185E+11,Dec-31,786,0
DOCTOR,1987,5.27984E+15,Sep-32,559,0
LAWYER,70863,6.52371E+15,Mar-33,500,1
DOCTOR,78031,4.0248E+18,Apr-30,870,0
DOCTOR,39256,2.13186E+14,Apr-31,314,1
ENGINEER,95338,4.40762E+18,Dec-26,593,1
ENGINEER,27107,4.3458E+15,Sep-33,178,1
ENGINEER,39588,2.13103E+14,Sep-32,868,1
ENGINEER,96760,3.54148E+15,Oct-28,250,1
DOCTOR,61259,2.13131E+14,Sep-29,530,0
DOCTOR,84204,60422554646,Feb-33,6,0
DOCTOR,80679,2.13157E+14,Aug-26,7990,1
LAWYER,44112,3.52469E+15,Mar-32,806,1
DOCTOR,87063,1.80093E+14,Apr-25,733,0
DOCTOR,15179,2.27682E+15,Dec-32,432,0
LAWYER,62039,4.5359E+12,Feb-33,584,0
ENGINEER,12105,4.02197E+15,Aug-29,507,1
ENGINEER,87110,2.13191E+14,Jun-34,9372,1
DOCTOR,47744,2.13152E+14,Dec-25,564,1
ENGINEER,51330,2.23104E+15,Jul-32,558,0
LAWYER,82030,5.10121E+15,Apr-27,334,1
LAWYER,41078,2.13186E+14,Oct-26,400,1
DOCTOR,86185,4.93906E+12,Sep-25,430,0
ENGINEER,59696,3.55277E+15,Jun-26,822,0
DOCTOR,16131,4.19599E+15,Oct-33,942,1
LAWYER,77569,3.70823E+14,Apr-33,632,0
LAWYER,77962,3.54821E+15,Sep-29,53,1
ENGINEER,40050,3.73737E+14,Jan-28,220,0
LAWYER,5724,3.83718E+13,Nov-28,527,1
ENGINEER,44563,4.4194E+15,Nov-25,965,1
LAWYER,32997,4.20126E+18,Dec-29,327,1
LAWYER,73624,3.81891E+13,Jan-26,7798,0
ENGINEER,30602,4.98026E+18,Sep-33,492,0
ENGINEER,30803,4.31398E+15,Aug-26,934,0
DOCTOR,72173,4.13189E+18,Apr-34,329,1
DOCTOR,86060,2.13188E+14,Oct-33,785,1
ENGINEER,84391,3.52751E+15,Sep-33,596,1
ENGINEER,74752,2.36203E+15,Jul-28,972,1
DOCTOR,64234,3.04493E+13,Feb-33,111,1
DOCTOR,54220,3.59533E+15,Dec-32,337,0
DOCTOR,34668,3.55685E+15,Nov-26,90,0
LAWYER,83695,3.56161E+15,Mar-31,550,1
ENGINEER,60485,3.58572E+15,Jul-28,826,1
ENGINEER,3157,4.15757E+18,Oct-34,580,1
LAWYER,23821,4.35464E+15,Jul-27,52,1
ENGINEER,77683,4.88843E+15,Feb-34,159,1
LAWYER,61570,4.31505E+15,Feb-34,439,1
DOCTOR,55068,2.2312E+15,Mar-25,84,1
ENGINEER,41344,4.52497E+15,Oct-32,919,0
DOCTOR,12044,4.92631E+18,Dec-26,873,0
LAWYER,40859,2.1319E+14,Jun-29,219,0
LAWYER,26773,4.48211E+15,Dec-24,291,0
DOCTOR,67437,3.62898E+13,Mar-25,700,0
DOCTOR,88086,2.24124E+15,Mar-29,455,0
LAWYER,25460,4.68836E+18,Feb-28,640,0
LAWYER,76595,3.02588E+13,Jul-32,960,1
ENGINEER,85219,3.51836E+15,Jun-34,267,0
ENGINEER,54852,1.80035E+14,Sep-32,85,1
ENGINEER,37320,4.92132E+15,Mar-31,910,0
DOCTOR,87285,3.04551E+13,May-30,606,1
DOCTOR,78062,3.53716E+15,Jun-34,653,1
DOCTOR,2199,3.40268E+14,Dec-29,656,0
DOCTOR,2481,4.10575E+18,Nov-31,217,0
